lembaga,kelompok_koordinator,npsn,nama_pt,nm_bp,provinsi_pt,jln,kec_pt,Kabupaten/Kota,website,no_tel,email
PTA Islam Swasta,PTA,213226  ,"STAI Muhammadiyah Paciran, Lamongan",Sekolah Tinggi,Prop. Jawa Timur              ,"Jln. Raya Daendels KM 74,2 Paciran Lamongan 62264 Jawa Timur
",,Kab. Lamongan                 ,http://staimpaciran.blogspot.com/,0322 - 665645,staim.paciran@yahoo.co.id
PTA Islam Swasta,PTA,213438  ,STIT Muhammadiyah Paciran,Sekolah Tinggi,Prop. Jawa Timur              ,"Jalan Raya No. 115 Tromol Pos : 24 Paciran Lamongan.
",,Kab. Lamongan                 ,www.stitmpaciran.ac.id,0322661504,stitmpaciran@gmail.com
PTA Islam Swasta,PTA,213581  ,Sekolah Tinggi Ilmu Al-Qur'an Dan Sains Al-Ishlah Lamongan Jawa Timur ,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Lamongan                 ,,,stiqsisendang@gmail.com
PTA Islam Swasta,PTA,213217  ,STAI Hasanuddin Pare Kediri,Sekolah Tinggi,Prop. Jawa Timur              ,JL. KELAPA 84 JOMBANGAN TERTEK PARE KEDIRI,,Kab. Kediri                   ,www.staih.ac.id,(0354)394721,staih_48@yahoo.co.id
PTA Islam Swasta,PTA,213265  ,STIT Muhammadiyah Kediri,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Kediri                   ,,03547411046,stitmkdr@gmail.com
PTA Islam Swasta,PTA,213229  ,STAI Nahdlatul Ulama (STAINU) Pacitan,Sekolah Tinggi,Prop. Jawa Timur              ,JL. LETJEND. S. PARMAN NO. 44 B PACITAN,,Kab. Pacitan                  ,www.stainupa.ac.id,(0357) 885635,stainupa_106@yahoo.co.id
PTA Islam Swasta,PTA,213200  ,STAI Al-Fattah (STAIFA) Pacitan,Sekolah Tinggi,Prop. Jawa Timur              ,JL. Nawangan KM. 01 Arjosari-Pacitan,,Kab. Pacitan                  ,staifa.ac.id,(0357) 631008,staifapacitan@yahoo.com
PTA Islam Swasta,PTA,213437  ,STIS Faqih Asy`ari,Sekolah Tinggi,Prop. Jawa Timur              ,"Sumbersari, Kencong, Kepung, Kediri, Jawa Timur. PO BOX 111 Pare 64201 ",,Kab. Kediri                   ,www.stisfa-kediri.com,0354-398867 /3391113,stisfa.kediri@gmail.com
PTA Islam Swasta,PTA,213268  ,STIT Muhammadiyah Pacitan,Sekolah Tinggi,Prop. Jawa Timur              ,JL. GAJAH MADA 20 PACITAN,,Kab. Pacitan                  ,stitmuh-pacitan.ac.id,(0357)886505,stitmuhammadiyahpacitan@yahoo.co.id
PTA Islam Swasta,PTA,213434  ,STAI Ma`arif Kendal Ngawi,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Simo-Glodok Ds. Simo Kec. Kendal Kab.Ngawi,,Kab. Ngawi                    ,http//staima-arif.ac.id,0351 732 430,stai_m@ymail.com
PTA Islam Swasta,PTA,213269  ,STIT Muhammadiyah Tempurejo Ngawi,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Mantingan - Sine Km 0, Mantingan, Ngawi",,Kab. Ngawi                    ,www.stitmngawi.ac.id,0351673201,stitmt_052@yahoo.com
PTA Islam Swasta,PTA,213258  ,STIT Islamiyah Karya Pembangunan Paron Ngawi,Sekolah Tinggi,Prop. Jawa Timur              ,Jalan Raya 30 Paron Ngawi,,Kab. Ngawi                    ,www.stiti-kp.ac.id,0351- 748378,stitikaryapembangunan@yahoo.com
PTA Islam Swasta,PTA,213059  ,STAI Ma`arif Magetan,Sekolah Tinggi,Prop. Jawa Timur              , Jln. Maospat-Ngawi Desa Baluk Kecamatan Karangrejo Kabupaten Magetan,,Kab. Magetan                  ,staimmagetan.co.id,(0351) 865879 ,staimmagetan075@yahoo.co.id
PTA Islam Swasta,PTA,213627  ,Sekolah Tinggi Agama Islam Sabilul Muttaqqin Mojokerto Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,Jalan Raya Trawas Mojosari Dusun Madyopuro Desa Kalipuro Pungging Kabupaten Mojo,,Kab. Mojokerto                ,santriyppsm.blogspot.com,0321--596769,sabilulmuttaqin25@yahoo.co.id
PTA Islam Swasta,PTA,213273  ,STIT Raden Wijaya Mojokerto,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Pekayon I No. 99 A Mojokerto,,Kota Mojokerto                ,stitradenwijaya.ac.id,0321399224,paistitradenwijaya@gmail.com
PTA Islam Swasta,PTA,213236  ,STAI Salahuddin Pasuruan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Dr. Wahidin Sudiro Husodo 45 Pasuruan,,Kota Pasuruan                 ,0,(0343) 429532,stais_pasuruan@yahoo.com
PTA Islam Swasta,PTA,213271  ,STIT PGRI Pasuruan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Ki Hajar Dewantoro 27 - 29 Pasuruan ,,Kota Pasuruan                 ,www.stitpgri-pasuruan.ac.id,0343-421948,pasuruanstitpgri@gmail.com
PTA Islam Swasta,PTA,213208  ,"STAI Bahrul Ulum Tambakberas, Jombang",Sekolah Tinggi,Prop. Jawa Timur              ,JL.GARUDA NO.09 TAMBAKBERAS JOMBANG,,Kab. Jombang                  ,staibu.ac.id,0321862142,staibutambakberas@gmail.com
PTA Islam Swasta,PTA,213227  ,STAI Muhammadiyah Probolinggo,Sekolah Tinggi,Prop. Jawa Timur              ,Jalan Sukarno Hatta 94 B ,,Kota Probolinggo              ,staim-prob.blogspot.com,"0335-425635, , 0335-",staim050@yahoo.com
PTA Islam Swasta,PTA,213254  ,STIT Al-Urwatul Wutsqo Jombang,Sekolah Tinggi,Prop. Jawa Timur              ,Pondok Pesantren al Urwatu Wutsqo Bulurejo Diwek Jombang P.O.Box 011,,Kab. Jombang                  ,www.stituwjombang.ac.id,0321-8494745,stituw_jombang@yahoo.co.id
PTA Islam Swasta,PTA,213557  ,STIES Al-Falah Panceng Gresik Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Gresik                   ,,,
PTA Islam Swasta,PTA,213604  ,Sekolah Tinggi Ekonomi Syariah Riyadlul Jannah Mojokerto Jawa timur,Sekolah Tinggi,Prop. Jawa Timur              ,Jalan Ko. Hayam Wuruk Nomor 22 Kecamatan Mojokerto Jawa Timur ,,Kab. Mojokerto                ,,,
PTA Islam Swasta,PTA,213261  ,STIT Maskumambang Gresik,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Sembungankidul No. 11-15 Dukun,,Kab. Gresik                   ,www.stit.maskumambang.ac.id,031 3941873,stit.maskumambang@gmail.com
PTA Islam Swasta,PTA,213579  ,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur ,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Gresik                   ,www.stei.perkumpulankanjengsepuh.com,0858589390744,steikanjengsepuh@gmail.com
PTA Islam Swasta,PTA,213433  ,STITNU Al Hikmah Mojokerto,Sekolah Tinggi,Prop. Jawa Timur              ,"JL. Hayamwuruk 31, Watesumpak Trowulan Mojokerto
",,Kab. Mojokerto                ,www.stitnualhikmah.ac.id ,0321391424 ,stitnu_mjk@yahoo.com
PTA Islam Swasta,PTA,213051  ,STAI At-Tahdzib Rejoagung Ngoro Jombang,Sekolah Tinggi,Prop. Jawa Timur              , Jl. Ngoro-Kandangan Km. 03 PA Rejoagung Ngoro Jombang,,Kab. Jombang                  ,www.staia.ac.id,"(0354) 327847, (0321",ptais-136@kopertais4-sby.org
PTA Islam Swasta,PTA,213222  ,STAI Ma`had Aly Al-Hikam Malang,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Cengger Ayam No. 25 Malang,,Kota Malang                   ,www.staima-alhikam.ac.id,+6282333335998,2003@staima-alhikam.ac.id
PTA Islam Swasta,PTA,213248  ,STIS Al-Wahidiyah Kediri Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,Ponpes Kedunglo Al Munadhdhoroh Jl. KH. Wachid Hasyim Kediri,,Kota Kediri                   ,stiswa.uniwa.ac.id,(0354) 771018,stisyariahwahidiyah@yahoo.co.id
PTA Islam Swasta,PTA,213209  ,Sekolah Tinggi Islam Blambangan Banyuwangi,Sekolah Tinggi,Prop. Jawa Timur              ,Kawasan Kampus Terpadu Bumi Cempokosari No.40 Cluring-Banyuwangi Jawa Timur,,Kab. Banyuwangi               ,--,(0333) 392216,stib_banyuwangi@ymail.com
PTA Islam Swasta,PTA,213567  ,"Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin, Banyuwangi Jawa Timur",Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Banyuwangi               ,stesihyaulumiddin.ac.id,082232723426,stes.ihyaulumiddin@gmail.com
PTA Islam Swasta,PTA,213543  ,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Al-Hamidy Pamekasan,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Pamekasan                ,,,
PTA Islam Swasta,PTA,213056  ,STAI Darul Ulum Banyuwangi,Sekolah Tinggi,Prop. Jawa Timur              ,JL. KH. ASKANDAR KM. 02 WRINGINPUTIH MUNCAR BANYUWANGI,,Kab. Banyuwangi               ,www.staidu.ac.id,081559580374,staidubanyuwangi2008@gmail.com
PTA Islam Swasta,PTA,213061  ,STAI Miftahul Ulum Tarate Pandian Sumenep,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Pesantren No 11. Tarate Pandian Sumenep ,,Kab. Sumenep                  ,www.staimppu.ac.id,0328-662632,staimtarate99@gmail.com
PTA Islam Swasta,PTA,213249  ,STIS Sentra Bisnis Islami Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. KALIDAMI No 14-16 Surabaya ,,Kota Surabaya                 ,"www.stis-sbi.com, www.stis-sbi.ac.id","(031)70 440 008, 848",info.stis.sbi.sby@gmail.com
PTA Islam Swasta,PTA,213199  ,STAI Al-Falah As-Sunniyah Kencong Jember,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Semeru No. 9 Kencong Jember, Jawa Timur",,Kab. Jember                   ,inaifas.ac.id,0336-324249,admin@inaifas.ac.id
PTA Islam Swasta,PTA,213204  ,STAI Al-Qodiri Jember,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Manggar 139 A Gebang Poreng Patrang Jember,,Kab. Jember                   ,www.staiqod.ac.id,0331412034,stai.alqodiri@yahoo.com
PTA Islam Swasta,PTA,213058  ,Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,Sekolah Tinggi,Prop. Jawa Timur              ," Jl. MH. Thamrin Gg. Kepodang No. 5
Gladak Pakem Kranjingan Sumbersari",,Kab. Jember                   ,stdiis.ac.id,03314436803,admin@stdiis.ac.id
PTA Islam Swasta,PTA,213065  ,STAI Nurul Huda Kapongan Situbondo,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Al-Habibi No. 02 RT 01/RW 01 Peleyan Kapongan Situbondo,,Kab. Situbondo                ,www.stainh.ac.id,08124919592,stainh_123@yahoo.com
PTA Islam Swasta,PTA,213055  ,STAI Cendekia Insani Situbondo,Sekolah Tinggi,Prop. Jawa Timur              ," Jl. Raya Paowan No. 25 Panarukan Situbondo
Kompleks Ponpes Nurul Huda Paowan",,Kab. Situbondo                ,-,0338 674726,staicendekia@yahoo.co.id
PTA Islam Swasta,PTA,213602  ,Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,Jalan Basuki Rahmat Nomor 7 Mimbaan Situbondo Jawa Timur,,Kab. Situbondo                ,stiqwalisongo.ac.id,085258173692,stiq.walisongo.situbondo@gmail.com
PTA Islam Swasta,PTA,213252  ,STIT Al-Ishlah Bondowoso,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Jember No. 17-19 Dadapan Grujugan Bondowoso Jawa Timur ,,Kab. Bondowoso                ,http://stit-alishlahbondowoso.ac.id/,0332-422579,stit.alishlah@yahoo.co.id
PTA Islam Swasta,PTA,213263  ,"STIT Muhammadiyah Bangil, Pasuruan",Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Alun-alun Timur No.2 Bangil,,Kab. Pasuruan                 , www.stitmuhbangil.ac.id,0343-744417,stitmuhammadiyah.bangil@yahoo.co.id
PTA Islam Swasta,PTA,213544  ,Sekolah Tinggi Ekonomi dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan ,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Pasuruan                 , ,03435611119, stebi.sidogiri@gmail.com
PTA Islam Swasta,PTA,213048  ,STAI Al-Yasini Pasuruan,Sekolah Tinggi,Prop. Jawa Timur              , Jl.Pontren Terpadu Miftahul Ulum Al - Yasini Wonorejo Pasuruan,,Kab. Pasuruan                 ,http://www.stai-alyasini.ac.id,0343 4502993,pt_alyasini@yahoo.co.id
PTA Islam Swasta,PTA,213210  ,"STAI Bustanul Ulum Krai, Lumajang",Sekolah Tinggi,Prop. Jawa Timur              ,JL.DOKTREN NO 26 KRAI YOSOWILANGUN LUMAJANG,,Kab. Lumajang                 ,www.staibu.com,0334 390444,staibu@gmail.com
PTA Islam Swasta,PTA,213619  ,Sekolah Tinggi Ilmu Syariah Abu Zairi Bondowoso Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,"Desa Pakisan, Kecamatan Tlogosari Kabupaten Bondowoso",,Kab. Bondowoso                ,www.stisabuzairi.ac.id,085238077775,stisabuzari@gmail.com
PTA Islam Swasta,PTA,213625  ,Sekolah Tinggi Ilmu Syari'ah Darul Falah Bondowoso Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,Jalan KH. Massyur Desa Ramban Kulon Kec. Cerme Bondowoso,,Kab. Bondowoso                ,,085236510445,stisdafabondowoso@gmail.com
PTA Islam Swasta,PTA,213207  ,STAI At-Taqwa Bondowoso Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,"Kampus I : Jl. Letnan Sutarman No. 08 Kotakulon Bondowoso
Kampus II : Jl. Hos. C",,Kab. Bondowoso                ,staiattaqwabondowoso.ac.id,0332420428,staiattaqwabws@gmail.com
PTA Islam Swasta,PTA,213603  ,Sekolah Tinggi Ilmu Syariah Sayid mohammad Alawi Al Maliki Bondowoso Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,Desa Koncer Darul Aman RT. 003 RW 002 Kecamatan Tenggarang Kabupaten Bondowoso J,,Kab. Bondowoso                ,www.stisalmalikibondowoso.com,085236126399,stis.almaliki12@gmail.com
PTA Islam Swasta,PTA,213233  ,"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Untung Surapati 366 Bangil,,Kab. Pasuruan                 ,www.staipana.ac.id,0343741370,staipana@yahoo.com
PTA Islam Swasta,PTA,213440  ,Sekolah Tinggi Ilmu Syari`ah Miftahul Ulum Lumajang,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Banyuputih Kidul Po. Box. 101 Kecamatan Jatiroto KabupatenLumajang,,Kab. Lumajang                 ,www.stismu.ac.id,0334 882900,stis_miftahululum@yahoo.co.id
PTA Islam Swasta,PTA,213266  ,STIT Muhammadiyah Lumajang,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Brantas 07 Lumajang - Jawa Timur,,Kab. Lumajang                 ,stitlmj@yahoo.com,0334 881984,ptais-068@kopertais4.or.id
PTA Islam Swasta,PTA,213063  ,STAI Nahdlatul Ulama (STAINU) Malang,Sekolah Tinggi,Prop. Jawa Timur              , JL. RAYA KEPUHARJO 18 A KARANGPLOSO,,Kab. Malang                   ,www.stainumalang.ac.id,0341 5052134,info@stainumalang.ac.id
PTA Islam Swasta,PTA,213275  ,STIT Sunan Giri Trenggalek,Sekolah Tinggi,Prop. Jawa Timur              ,JL. KI MANGUN SARKORO NO. 17 B TRENGGALEK,,Kab. Trenggalek               ,stitsunangiringgalek.wordpres.com,0355 794017,stitsuri054@yahoo.com
PTA Islam Swasta,PTA,213235  ,STAI Raden Rahmat Kepanjen Malang,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Raya Mojosari No.02, Kepanjen",,Kab. Malang                   ,www.stit-radenrahmat.ac.id,(0341) 397265,stai_radenrahmat@gmail.com
PTA Islam Swasta,PTA,213216  ,STAI Diponegoro Tulungagung,Sekolah Tinggi,Prop. Jawa Timur              ,JL. RA. KARTINI NO. 47,,Kab. Tulungagung              ,staidipta.ac.id,(0355) 325175,staidipo080@yahoo.co.id
PTA Islam Swasta,PTA,213223  ,"STAI Miftahul Ula Nglawak Kertosono, Nganjuk",Sekolah Tinggi,Prop. Jawa Timur              ,Jln. KH. Abdul Fattah Nglawak Kertosono Nganjuk,,Kab. Nganjuk                  ,staim-nglawak.ac.id,0358-553392,staimu_088@yahoo.co.id
PTA Islam Swasta,PTA,213253  ,STIT Al-Muslihun Tlogo Kanaigoro Blitar,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Gaprang No.3 Kanigoro ,,Kab. Blitar                   ,stit-almuslihuun.ac.id,0342-807422,stit_almuslihuun@yahoo.com
PTA Islam Swasta,PTA,213228  ,STAI Muhammadiyah Tulungagung,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Pahlawan Gg.III/No.27

Ds.Ketanon Kec.Kedungwaru",,Kab. Tulungagung              ,http://staim-tulungagung.ac.id/,0355-322376,unmuhta@staim-tulungagung.ac.id
PTA Islam Swasta,PTA,213057  ,STAI Darussalam Nganjuk,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. KH. Wahid Hasyim 126 Krempyang Tanjunganom Nganjuk Jawa Timur.

",,Kab. Nganjuk                  ,staidakrempyang.ac.id,(0358) 773456,darussalam_krempyang@yahoo.co.id
PTA Islam Swasta,PTA,213257  ,STIT Ibnu Sina Malang,Sekolah Tinggi,Prop. Jawa Timur              ,Jl Raya Sukoraharjo. No 01 Kepanjen Malang,,Kota Malang                   ,www.stitibnusina.ac.id,0341-394702,admin@stitibnusina.ac.id
PTA Islam Swasta,PTA,213623  ,Sekolah Tinggi Ilmu Ushuluddin Masjid Al Akbar Surabaya Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,"Jalan Masjid Al Akbar Kabupaten Surabaya, Jawa timur",,Kota Surabaya                 ,www.stiumas.ac.id,031-8289755/8289756,stiumas2017@gmail.com
PTA Islam Swasta,PTA,213046  ,STAI Al-Fithrah Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Kedinding Lor No. 99 Kenjeran 

",,Kota Surabaya                 ,www.alfithrah.ac.id,0313710977,stai.alfithrah@yahoo.com
PTA Islam Swasta,PTA,213206  ,STAI Ar-Rosyid Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Lontar 129 Sambi Kerep Surabaya,,Kota Surabaya                 , http://staiarrosyid.ac.id,0317523748,stai.arrosyid@gmail.com
PTA Islam Swasta,PTA,213050  ,STAI An-Najah Surabaya,Sekolah Tinggi,Prop. Jawa Timur              , Jl. Nginden Intan Timur I/20 Sukolilo,,Kota Surabaya                 ,http://stainim.ac.id/,031-5968304,stainimym@gmail.com
PTA Islam Swasta,PTA,213245  ,STID Al-Hadid Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,"Jalan Kejawan Putih Tambak No. 80 Surabaya, Kode Pos 60113 ",,Kota Surabaya                 ,www.stidalhadid.ac.id,(031) 5968709,stid.alhadid@gmail.com
PTA Islam Swasta,PTA,213049  ,STAI Ali bin Abi Thalib Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Sidotopo Kidul 51 ,,Kota Surabaya                 ,http://www.stai-ali.ac.id,031-3732301,akademik@stai-ali.ac.id
PTA Islam Swasta,PTA,213241  ,STAI Taruna Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,jl. kalirungkut mejoyo 1/2 Surabaya,,Kota Surabaya                 ,TARUNA,8411876,staitarunasby@gmail.com
PTA Islam Swasta,PTA,213576  ,Sekolah Tinggi Ilmu Bahasa dan Dakwah Masjid Agung Sunan Ampel Surabaya Jatim,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kota Surabaya                 ,http://stibadamasa.blogspot.com/,081353438899,stibadamasa@gmail.com
PTA Islam Swasta,PTA,213545  ,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Ar-rahmah Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kota Surabaya                 ,www.stdikiarrahmah.ac.id,0313284306,stidkiarrahmah@gmail.com
PTA Islam Swasta,PTA,213242  ,STAI Taswirul Afkar Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Pegirian 238 Surabaya,,Kota Surabaya                 ,https://taswirulafkar.ac.id/,(031) 37305077,staitaswirulafkar.sby@gmail.com
PTA Islam Swasta,PTA,213201  ,STAI Al-Hamidiyah Bangkalan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya KH. Zarkasyi No. 74 Sen-Asen Konang   69175 Bangkalan,,Kab. Bangkalan                ,http://staialhamidiyah.ac.id,031-81996633 / 08523,stamidiya@gmail.com
PTA Islam Swasta,PTA,213262  ,STIT Miftahul Ulum Bangkalan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. KH. Ahmad Dahlan 374 Kedungdung Modung Bangkalan,,Kab. Bangkalan                ,-stitmu.ac.id,0313041670,stitmu6570@gmail.com
PTA Islam Swasta,PTA,213220  ,STAI Luqman Al-Hakim (STAIL) Surabaya,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Kejawan Putih Tambak VI/1 Kec. Mulyorejo, Surabaya, Jawa Timur",,Kota Surabaya                 ,stail.ac.id,0315992062,stailsby@gmail.com
PTA Islam Swasta,PTA,213231  ,STAI Nazhatut Thullab Sampang Madura,Sekolah Tinggi,Prop. Jawa Timur              ,"Jl. Diponegoro No 11

Kelurahan Banyuanyar

Kecamatan Sampang

Kabupaten Sampang",,Kab. Sampang                  ,stainata.ac.id,0323 326413,stainata.sampang90@gmail.com
PTA Islam Swasta,PTA,213060  ,"STAI Ma`arif Sampang Madura, Jawa Timur",Sekolah Tinggi,Prop. Jawa Timur              , Jl. Raya Bancelok Kec. Jrengik Kab. Sampang,,Kab. Sampang                  ,staimsampang.sch.id,087849633719,staim_sampang@yahoo.co.id
PTA Islam Swasta,PTA,213436  ,STEI Walisongo sampang,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya karangpenang Sampang Madura,,Kab. Sampang                  , www.steiwalisongo.or.id,082334142009,steiwalisongo@gmail.com
PTA Islam Swasta,PTA,213578  ,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur ,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Pamekasan                ,,,
PTA Islam Swasta,PTA,213435  ,STIU Al-Mujtama Pamekasan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Pegantenan Km. 09 Plakpak Pegantenan Pamekasan Madura,,Kab. Pamekasan                ,www.stiupamekasan.ac.id,0324-3515563,stiu_almujtamak@yahoo.co.id
PTA Islam Swasta,PTA,213595  ,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Al Mardliyyah Pamekasan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Tagang ser Laok Kecamatan Waru Kabupaten Pamekasan,,Kab. Pamekasan                ,www.stidkis-almardliyyah.ac.id,082330705741,stidkis.am@gmail.com
PTA Islam Swasta,PTA,213224  ,STAI Miftahul Ulum Pamekasan,Sekolah Tinggi,Prop. Jawa Timur              ,Komplek PP. Miftahul Ulum Penyepen Palengaan Pamekasan PO. Box. 4 Pamekasan,,Kab. Pamekasan                ,www//stai-mu.go.id,( 0324 ) 3515033,staimupamekasan@gmail.com
PTA Islam Swasta,PTA,213566  ,"Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko, Pamekasan Jawa Timur",Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Pamekasan                ,www.stisa.ac.id,082334108798,stisassalafiyah174@gmail.com
PTA Islam Swasta,PTA,213568  ,"Sekolah Tinggi Ekonomi Islam Masyarakat Madani, Pamekasan Jawa Timur",Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Pamekasan                ,http://www.stei-mm-subur.ac.id,,stei.mm.subur@gmail.com
PTA Islam Swasta,PTA,213202  ,STAI Al-Khairat Pamekasan,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Raya Palengaan No. 02 (Palduding) Pamekasan ,,Kab. Pamekasan                ,www.stai-alkhairat.co.id,(0324) 3515042,alkhairatpmk@gmail.com
PTA Islam Swasta,PTA,213530  ,Sekolah Tinggi Ilmu Syariah (STIS) Nurud Dhalam,Sekolah Tinggi,Prop. Jawa Timur              ,,,Kab. Sumenep                  ,,,
PTA Islam Swasta,PTA,213586  ,Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,-,,Kab. Sumenep                  ,www.stidar.ac.id,087850203770,stidar.raudlatuliman@gmail.com
PTA Islam Swasta,PTA,213239  ,STAI Syaichona Moh. Cholil Bangkalan,Sekolah Tinggi,Prop. Jawa Timur              ,Jln. KH. Moh. Kholil I/6 Bangkalan,,Kab. Bangkalan                ,www.stais-bangkalan.org,031-3094007,stit.syaichona@gmail.com
PTA Islam Swasta,PTA,213068  ,STIT Al-Ibrohimy Bangkalan,Sekolah Tinggi,Prop. Jawa Timur              , JL. RAYA GALIS NO.03 GALIS - BANGKALAN,,Kab. Bangkalan                ,www.stital.ac.id,082331501693,stital.bangkalan@gmail.com
PTA Islam Swasta,PTA,213211  ,STAI Darul Hikmah Bangkalan,Sekolah Tinggi,Prop. Jawa Timur              ,"JL, Raya Langkap Burneh Bangkalan Madura",,Kab. Bangkalan                ,stai.darul-hikmah.com,(031) 3094390,stidhicampus@gmail.com
